REF,ChangeKey,Unnamed: 0,Company Name,Location,Country,Space_Code,,Launch Date,Datum,Vehicle Type,Detail,Status Rocket, Rocket,Status Mission
2225,MHI30704,2225,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,1/23/1984,"Mon Jan 23, 1984 07:58 UTC",N-II Star-37E ,N-II Star-37E | Yuri 2a,StatusRetired,,Success
2226,RVSN USSR30692,2226,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/11/1984,"Wed Jan 11, 1984 18:08 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1531,StatusRetired,,Success
2227,RVSN USSR30686,2227,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/5/1984,"Thu Jan 05, 1984 20:09 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1522 to 1529,StatusRetired,,Success
2228,RVSN USSR30678,2228,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,12/28/1983,"Wed Dec 28, 1983 03:48 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1518,StatusRetired,,Success
2229,RVSN USSR30677,2229,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,12/27/1983,"Tue Dec 27, 1983 10:00 UTC",Cosmos-3MRB (65MRB) ,Cosmos-3MRB (65MRB) | Cosmos 1517 (BOR-4 Space Shuttle),StatusRetired,,Success
2230,RVSN USSR30671,2230,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,12/21/1983,"Wed Dec 21, 1983 06:07 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­109,StatusRetired,,Success
2231,RVSN USSR30665,2231,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,Site,,12/15/1983,"Thu Dec 15, 1983 12:25 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1515,StatusRetired,,Success
2232,RVSN USSR30658,2232,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,12/8/1983,"Thu Dec 08, 1983 06:13 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1513,StatusRetired,,Success
2233,NASA30648,2233,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,11/28/1983,"Mon Nov 28, 1983 16:00 UTC",Space Shuttle Columbia ,Space Shuttle Columbia | STS-9,StatusRetired,450,Success
2234,RVSN USSR30644,2234,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,Site,,11/24/1983,"Thu Nov 24, 1983 12:33 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1510,StatusRetired,,Success
2235,RVSN USSR30643,2235,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,11/23/1983,"Wed Nov 23, 1983 16:45 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­108,StatusRetired,,Success
2236,General Dynamics30638,2236,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,SLC-3W,,11/18/1983,"Fri Nov 18, 1983 06:32 UTC",Atlas-E/F Star-37S-ISS ,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F7,StatusRetired,,Success
2237,RVSN USSR30631,2237,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,11/11/1983,"Fri Nov 11, 1983 12:30 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1508,StatusRetired,,Success
2238,RVSN USSR30618,2238,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,10/29/1983,"Sat Oct 29, 1983 08:30 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1507,StatusRetired,,Success
2239,RVSN USSR30617,2239,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,10/28/1983,"Fri Oct 28, 1983 09:00 UTC",Vostok-2M ,Vostok-2M | Meteor-2 nâ€ Â­11,StatusRetired,,Success
2240,RVSN USSR30615,2240,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/26/1983,"Wed Oct 26, 1983 17:20 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1506,StatusRetired,,Success
2241,ESA30608,2241,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,10/19/1983,"Wed Oct 19, 1983 00:45 UTC",Ariane 1 ,Ariane 1 | Intelsat 507,StatusRetired,,Success
2242,RVSN USSR30601,2242,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/12/1983,"Wed Oct 12, 1983 00:20 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1503,StatusRetired,,Success
2243,RVSN USSR30594,2243,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/5/1983,"Wed Oct 05, 1983 12:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1502,StatusRetired,,Success
2244,RVSN USSR30589,2244,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/30/1983,"Fri Sep 30, 1983 11:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1501,StatusRetired,,Success
2245,RVSN USSR30587,2245,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/28/1983,"Wed Sep 28, 1983 07:59 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1500,StatusRetired,,Success
2246,NASA30564,2246,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,9/5/1983,"Mon Sep 05, 1983 07:40 UTC",Space Shuttle Challenger ,Space Shuttle Challenger | STS-8,StatusRetired,450,Success
2247,RVSN USSR30559,2247,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,Site,,8/31/1983,"Wed Aug 31, 1983 06:30 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1494,StatusRetired,,Success
2248,RVSN USSR30558,2248,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,8/30/1983,"Tue Aug 30, 1983 22:49 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­107,StatusRetired,,Success
2249,CASC30547,2249,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,Site,,8/19/1983,"Fri Aug 19, 1983 06:00 UTC",Long March 2C ,Long March 2C | FSW-0 No.5,StatusActive,30.8,Success
2250,MHI30533,2250,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,8/5/1983,"Fri Aug 05, 1983 20:29 UTC",N-II Star-37E ,N-II Star-37E | Sakura 2b,StatusRetired,,Success
2251,RVSN USSR30531,2251,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,8/3/1983,"Wed Aug 03, 1983 12:40 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1486,StatusRetired,,Success
2252,Martin Marietta30528,2252,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,7/31/1983,"Sun Jul 31, 1983 15:41 UTC",Titan III(34)B Agena-D ,Titan III(34)B Agena-D | Jumpseat 7,StatusRetired,,Success
2253,RVSN USSR30521,2253,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/24/1983,"Sun Jul 24, 1983 05:50 UTC",Vostok-2M ,Vostok-2M | Cosmos 1484,StatusRetired,,Success
2254,RVSN USSR30516,2254,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/19/1983,"Tue Jul 19, 1983 15:14 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­106,StatusRetired,,Success
2255,General Dynamics30511,2255,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,SLC-3W,,7/14/1983,"Thu Jul 14, 1983 10:21 UTC",Atlas-E/F SGS-2 ,Atlas-E/F SGS-2 | GPS-8,StatusRetired,,Success
2256,RVSN USSR30505,2256,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,Site,,7/8/1983,"Fri Jul 08, 1983 19:21 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1481,StatusRetired,,Success
2257,RVSN USSR30503,2257,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,7/6/1983,"Wed Jul 06, 1983 00:31 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1473 to 1480,StatusRetired,,Success
2258,RVSN USSR44378,2258,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/1/2021,"Fri Jul 01, 1983 UTC",Molniya-M /Block SO-L ,Molniya-M /Block SO-L | Prognoz nâ€ Â­9,StatusRetired,,Success
2259,RVSN USSR30489,2259,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,Site,,6/22/1983,"Wed Jun 22, 1983 23:58 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1470,StatusRetired,,Success
2260,Martin Marietta30487,2260,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,6/20/1983,"Mon Jun 20, 1983 18:45 UTC",Titan 34D ,Titan 34D | OPS-0721 (KH-9),StatusRetired,,Success
2261,NASA30485,2261,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,6/18/1983,"Sat Jun 18, 1983 11:33 UTC",Space Shuttle Challenger ,Space Shuttle Challenger | STS-7,StatusRetired,450,Success
2262,ESA30483,2262,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,6/16/1983,"Thu Jun 16, 1983 11:59 UTC",Ariane 1 ,Ariane 1 | ECS 1 & Oscar-10,StatusRetired,,Success
2263,General Dynamics30476,2263,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,SLC-3E,,6/9/1983,"Thu Jun 09, 1983 23:23 UTC",Atlas-H MSD ,Atlas-H MSD | NOSS-6,StatusRetired,,Success
2264,RVSN USSR30462,2264,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,Site,,5/26/1983,"Thu May 26, 1983 05:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1465,StatusRetired,,Success
2265,RVSN USSR30460,2265,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,5/24/1983,"Tue May 24, 1983 02:59 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1464,StatusRetired,,Success
2266,General Dynamics30455,2266,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",USA,SLC-36A,,5/19/1983,"Thu May 19, 1983 22:26 UTC",Atlas-SLV3D Centaur-D1AR ,Atlas-SLV3D Centaur-D1AR | Intelsat V -506,StatusRetired,,Success
2267,RVSN USSR30455,2267,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,5/19/1983,"Thu May 19, 1983 12:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1463,StatusRetired,,Success
2268,RVSN USSR30443,2268,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,5/7/1983,"Sat May 07, 1983 10:30 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1461,StatusRetired,,Success
2269,RVSN USSR30442,2269,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,5/6/1983,"Fri May 06, 1983 03:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1459,StatusRetired,,Success
2270,RVSN USSR44320,2270,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,5/4/2021,"Wed May 04, 1983 UTC",Cosmos-3MRB (65MRB) ,Cosmos-3MRB (65MRB) | BOR-5 Shuttle,StatusRetired,,Success
2271,RVSN USSR30431,2271,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/25/1983,"Mon Apr 25, 1983 19:33 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1456,StatusRetired,,Success
2272,RVSN USSR30429,2272,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/23/1983,"Sat Apr 23, 1983 14:30 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1455,StatusRetired,,Success
2273,RVSN USSR30425,2273,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/19/1983,"Tue Apr 19, 1983 12:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1453,StatusRetired,,Success
2274,US Air Force30423,2274,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",USA,SLC-4W,,4/17/1983,"Sun Apr 17, 1983 18:45 UTC",Titan III(24)B ,Titan III(24)B | OPS 2925,StatusRetired,,Success
2275,ISRO30423,2275,ISRO,"SLV LP, Satish Dhawan Space Centre, India",India,SLV,,4/17/1983,"Sun Apr 17, 1983 05:44 UTC",SLV-3 ,SLV-3 | Rohini RS-D2,StatusRetired,,Success
2276,RVSN USSR30418,2276,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,4/12/1983,"Tue Apr 12, 1983 18:20 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1452,StatusRetired,,Success
2277,RVSN USSR30412,2277,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,4/6/1983,"Wed Apr 06, 1983 12:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1450,StatusRetired,,Success
2278,NASA30410,2278,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,4/4/1983,"Mon Apr 04, 1983 18:30 UTC",Space Shuttle Challenger ,Space Shuttle Challenger | STS-6,StatusRetired,450,Success
2279,RVSN USSR30408,2279,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,4/2/1983,"Sat Apr 02, 1983 02:02 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­105,StatusRetired,,Success
2280,RVSN USSR30405,2280,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/30/1983,"Wed Mar 30, 1983 01:10 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1448,StatusRetired,,Success
2281,General Dynamics30403,2281,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,SLC-3W,,3/28/1983,"Mon Mar 28, 1983 15:52 UTC",Atlas-E/F Star-37S-ISS ,Atlas-E/F Star-37S-ISS | NOAA-E,StatusRetired,,Success
2282,RVSN USSR30399,2282,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,3/24/1983,"Thu Mar 24, 1983 20:55 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1447,StatusRetired,,Success
2283,RVSN USSR30391,2283,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/16/1983,"Wed Mar 16, 1983 18:14 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­104,StatusRetired,,Success
2284,RVSN USSR30390,2284,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",Russia,Site,,3/15/1983,"Tue Mar 15, 1983 22:30 UTC",Cosmos-3MRB (65MRB) ,Cosmos-3MRB (65MRB) | Cosmos 1445 (BOR-4 Space Shuttle),StatusRetired,,Success
2285,RVSN USSR30386,2285,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/11/1983,"Fri Mar 11, 1983 15:29 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­103,StatusRetired,,Success
2286,ISAS30367,2286,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Japan,Mu,,2/20/1983,"Sun Feb 20, 1983 05:10 UTC",Mu-III S ,Mu-III S | Tenma,StatusRetired,,Success
2287,RVSN USSR30363,2287,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,2/16/1983,"Wed Feb 16, 1983 10:03 UTC",Vostok-2M ,Vostok-2M | Cosmos 1441,StatusRetired,,Success
2288,General Dynamics30356,2288,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",USA,SLC-3E,,2/9/1983,"Wed Feb 09, 1983 13:47 UTC",Atlas-H MSD ,Atlas-H MSD | NOSS-5,StatusRetired,,Success
2289,MHI30351,2289,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,2/4/1983,"Fri Feb 04, 1983 08:37 UTC",N-II Star-37E ,N-II Star-37E | Sakura 2a,StatusRetired,,Success
2290,RVSN USSR30341,2290,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/25/1983,"Tue Jan 25, 1983 12:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Ta??foun nâ€ Â­32,StatusRetired,,Failure
2291,RVSN USSR30336,2291,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/20/1983,"Thu Jan 20, 1983 17:26 UTC",Vostok-2M ,Vostok-2M | Cosmos 1437,StatusRetired,,Success
2292,RVSN USSR30335,2292,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/19/1983,"Wed Jan 19, 1983 02:25 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1429 to 1436,StatusRetired,,Success
2293,RVSN USSR30328,2293,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/12/1983,"Wed Jan 12, 1983 14:02 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1428,StatusRetired,,Success
2294,RVSN USSR30314,2294,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,12/29/1982,"Wed Dec 29, 1982 12:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1427,StatusRetired,,Success
2295,General Dynamics30306,2295,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",USA,SLC-3W,,12/21/1982,"Tue Dec 21, 1982 02:38 UTC",Atlas-E/F Star-37S-ISS ,Atlas-E/F Star-37S-ISS | DMSP 5D-2/F6,StatusRetired,,Success
2296,RVSN USSR30299,2296,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",Russia,Site,,12/14/1982,"Tue Dec 14, 1982 22:30 UTC",Vostok-2M ,Vostok-2M | Meteor-2 nâ€ Â­10,StatusRetired,,Success
2297,RVSN USSR30293,2297,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,12/8/1982,"Wed Dec 08, 1982 13:46 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Cosmos 1423,StatusRetired,,Partial Failure
2298,RVSN USSR30279,2298,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,11/24/1982,"Wed Nov 24, 1982 11:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Strela-1M satellites,StatusRetired,,Failure
2299,Martin Marietta30272,2299,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",USA,SLC-4E,,11/17/1982,"Wed Nov 17, 1982 21:22 UTC",Titan IIID ,Titan IIID | KH-11,StatusRetired,,Success
2300,NASA30266,2300,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,11/11/1982,"Thu Nov 11, 1982 12:19 UTC",Space Shuttle Columbia ,Space Shuttle Columbia | STS-5,StatusRetired,450,Success
2301,RVSN USSR30266,2301,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,11/11/1982,"Thu Nov 11, 1982 06:14 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1420,StatusRetired,,Success
2302,Martin Marietta44499,2302,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,SLC-40,,10/30/2021,"Sat Oct 30, 1982 UTC",Titan 34D ,Titan 34D | DSCS-II-15 + DSCS-III-A1,StatusRetired,,Success
2303,RVSN USSR30245,2303,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,Site,,10/21/1982,"Thu Oct 21, 1982 14:00 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1418,StatusRetired,,Success
2304,RVSN USSR30243,2304,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,10/19/1982,"Tue Oct 19, 1982 05:58 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1417,StatusRetired,,Success
2305,General Dynamics30222,2305,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",USA,SLC-36B,,9/28/1982,"Tue Sep 28, 1982 23:17 UTC",Atlas-SLV3D Centaur-D1AR ,Atlas-SLV3D Centaur-D1AR | Intelsat V -505,StatusRetired,,Success
2306,RVSN USSR30218,2306,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/24/1982,"Fri Sep 24, 1982 09:15 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1410,StatusRetired,,Success
2307,RVSN USSR30216,2307,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,9/22/1982,"Wed Sep 22, 1982 06:23 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1409,StatusRetired,,Success
2308,RVSN USSR30210,2308,RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,Site,,9/16/1982,"Thu Sep 16, 1982 04:55 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1408,StatusRetired,,Success
2309,CASC30203,2309,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",China,Site,,9/9/1982,"Thu Sep 09, 1982 07:19 UTC",Long March 2C ,Long March 2C | FSW-0 No.4,StatusActive,30.8,Success
2310,ESA30203,2310,ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,ELV-1,,9/9/1982,"Thu Sep 09, 1982 02:12 UTC",Ariane 1 ,Ariane 1 | MARCES-B & Sirio-2,StatusRetired,,Failure
2311,RVSN USSR30198,2311,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,9/4/1982,"Sat Sep 04, 1982 17:50 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1405,StatusRetired,,Success
2312,MHI30197,2312,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,9/3/1982,"Fri Sep 03, 1982 05:00 UTC",N-I ,N-I | Kiku 4,StatusRetired,,Success
2313,RVSN USSR30193,2313,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,8/30/1982,"Mon Aug 30, 1982 19:55 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Strela-2M satellite,StatusRetired,,Success
2314,RVSN USSR30193,2314,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/30/1982,"Mon Aug 30, 1982 10:06 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1402,StatusRetired,,Success
2315,RVSN USSR30190,2315,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,8/27/1982,"Fri Aug 27, 1982 00:02 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-3 nâ€ Â­101,StatusRetired,,Success
2316,RVSN USSR30168,2316,RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,8/5/1982,"Thu Aug 05, 1982 06:56 UTC",Vostok-2M ,Vostok-2M | Cosmos 1400,StatusRetired,,Success
2317,RVSN USSR30165,2317,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/2/1982,"Mon Aug 02, 1982 00:01 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1412,StatusRetired,,Success
2318,RVSN USSR30161,2318,RVSN USSR,"Site 107/1, Kapustin Yar, Russia",Russia,Site,,7/29/1982,"Thu Jul 29, 1982 19:40 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1397,StatusRetired,,Success
2319,RVSN USSR30153,2319,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,7/21/1982,"Wed Jul 21, 1982 09:40 UTC",Molniya-M /Block ML ,Molniya-M /Block ML | Molniya-1 nâ€ Â­100,StatusRetired,,Success
2320,RVSN USSR30153,2320,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,7/21/1982,"Wed Jul 21, 1982 06:31 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1388 to 1395,StatusRetired,,Success
2321,RVSN USSR30139,2321,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,7/7/1982,"Wed Jul 07, 1982 09:47 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1386,StatusRetired,,Success
2322,RVSN USSR30131,2322,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,6/29/1982,"Tue Jun 29, 1982 21:45 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1383,StatusRetired,,Success
2323,NASA30129,2323,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,6/27/1982,"Sun Jun 27, 1982 16:09 UTC",Space Shuttle Columbia ,Space Shuttle Columbia | STS-4,StatusRetired,450,Success
2324,RVSN USSR30127,2324,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",Russia,Site,,6/25/1982,"Fri Jun 25, 1982 02:28 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 1382,StatusRetired,,Success
2325,RVSN USSR30120,2325,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,6/18/1982,"Fri Jun 18, 1982 11:58 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1380,StatusRetired,,Partial Failure
2326,RVSN USSR30120,2326,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,6/18/1982,"Fri Jun 18, 1982 11:04 UTC",Tsyklon-2 ,Tsyklon-2 | Cosmos 1379,StatusRetired,,Success
2327,RVSN USSR30112,2327,RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",Russia,Site,,6/10/1982,"Thu Jun 10, 1982 17:37 UTC",Tsyklon-3 ,Tsyklon-3 | Cosmos 1378,StatusRetired,,Success
2328,RVSN USSR30108,2328,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",Russia,Site,,6/6/1982,"Sun Jun 06, 1982 17:10 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 1375,StatusRetired,,Success
